section,parent,paid,share_of_all,type,employees,hq,evidence,payees_on_990,employee_source,notes,eric_ok
2: low-confidence $250k+,Bright Innovation Labs (Aterian Investment Partners),600000,0.05%,business,500-4999,CA,C,BOCCHI LABORATORIES OHIO LLC,https://news.google.com/rss/articles/CBMihwJBVV95cUxOS0NZU25abjA1bnZDMnRzX1h1Q0pTb01Sdm5ES2tMVjR3WVVRalhlaDRpUVdDQVg3WlYxeGs3OTk5VGNWbDl3VUEwU2k2SlA5QmVCa0F2eU5VUWN3YzBsTU0yYkdtQTVPbmFxX1NLaktFV2ppVkxidzRvQnlNWjc4VURhN3dES1Y2YVZfdzNtbjJkd2pTbWQzaXo1Z3Z3d1RQMks4ODFHa1dWNmsyU050YmhXN0xWcGVCNGlnbmhHVDh,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Bright Innovation Labs (Aterian Investment Partners); rule result replaced. PR Newswire (Jan 2021) says Aterian-backed Bright International combined with Bocchi Laboratories to form a beauty manufacturing platform, before the FY2021 grant; headcount not confirmed, bucket estimated.",
2: low-confidence $250k+,"FEW Automotive Glass Applications Group (Zwenkau, Germany)",600000,0.05%,business,<100,Germany,C,FEW AUTOMOTIVE GLASS APPLICATIONS INC,"Form 5500 2019: 37 participants, largest plan, sponsor FEW AUTOMOTIVE GLASS APPLICATION, INC.; metrics jobs retained 43","Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: yes. Wooster plant is the US arm of German FEW Automotive Group (Zwenkau), but no worldwide headcount was found and the group looks small, possibly under 500. Home state set by hand to the German parent; size unconfirmed, bucket kept.",
2: low-confidence $250k+,Mucci Farms,600000,0.05%,business,500-4999,Canada,C,MIMI FARMS INC,https://news.google.com/rss/articles/CBMisgFBVV95cUxNNE9BQTRzeHNvLUliOVhuRm5qbTc2ME1UQ1NHam9uN2lvZzFmeWE3OWtjcTR1bGo3aG54N3RReS11OWRUVE9tM1I4cHc5MDRJdjF0N3I0UnVZY0hOMW1wTkZfMFBWU2RfTERLV3NUeG1zUjNQQnYzd05xZ0dGeEt6Szlnbm5oMU9yRHQ0aXFjaDlaUXFjTkppUlNhUDR1T2NJcXdLZ1BWMm5Na0c4NWlnM0VR0gG3AUFVX3lxTE93cE4,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Mucci Farms; rule result replaced. MIMI Farms is the Huron, Ohio greenhouse of Mucci Farms of Kingsville, Ontario (Form 5500 sponsor is Mucci Farms); worldwide headcount not confirmed, bucket estimated.",
2: low-confidence $250k+,"Selman & Company, LLC",600000,0.05%,business,100-499,OH,C,SELMAN & COMPANY LLC,https://www.cleveland.com,"Cleveland.com confirms Selman & Company, an insurance program administrator, is headquartered in Richmond Heights, OH; no Form 5500 record or acquisition news was found to establish an outside parent. JobsOhio's own jobs-retained figure of 125 supports the 100-499 bucket, so this is graded C from a news source plus a company-reported metric rather than a filing.",
2: low-confidence $250k+,MONTGOMERY COUNTY TRANSPORTION IMPROVEMENT,600000,0.05%,government,unresolved,OH,B,MONTGOMERY COUNTY TRANSPORTION IMPROVEMENT,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Columbus Regional Airport Authority,600000,0.05%,government,100-499,OH,C,COLUMBUS REGIONAL AIRPORT AUTHORITY,https://www.bizjournals.com,"The Columbus Regional Airport Authority is a public entity created under Ohio law that operates John Glenn Columbus International, Rickenbacker and Bolton Field, so it is reclassified from the auto-tagged ""business"" to government. News coverage (Columbus Business First) confirms its identity and Columbus HQ, but no source gives an exact employee count, so the bucket is a C-grade estimate for a mid-size airport authority.",
2: low-confidence $250k+,Marysville Flex LLC (developer unresolved),600000,0.05%,site_development,<100,TX,D,MARYSVILLE FLEX LLC,https://www.jobsohio.com/sitemap.xml,"This is an OSIP spec-development grant (no jobs-retained figure) with an Austin, TX mailing address, matching the pattern of other project LLCs in this batch, but no press release, JobsOhio news search, or EDGAR record named the developer behind the LLC. Graded D and reclassified from ""business"" to site_development based on the program type alone.",
2: low-confidence $250k+,TCC Delaware II LLC (developer unresolved),600000,0.05%,site_development,<100,OH,D,TCC DELAWARE II LLC,https://www.bizjournals.com,"Columbus Business First reported a business park with four spec buildings under construction in Delaware, Ohio around this period, matching this OSIP spec-development grant, but no source confirmed who ""TCC"" refers to. Graded D and reclassified to site_development based on the program type.",
2: low-confidence $250k+,Phoenix Investors LLC,577680,0.05%,site_development,100-499,WI,C,PHOENIX TOLEDO INDUSTRIAL INVESTORS LLC,https://www.prnewswire.com,"Multiple press releases (PR Newswire, CoStar, bizjournals) describe Phoenix Investors as a Milwaukee, WI industrial real estate firm that consistently names local project entities ""Phoenix [City] Industrial Investors LLC,"" matching this recipient. No source gives Phoenix Investors' own employee count, so the bucket is a C-grade estimate typical of a commercial real estate investment firm.",
2: low-confidence $250k+,CITY OF CINCINNATI,570000,0.05%,government,unresolved,OH,B,CITY OF CINCINNATI,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Defiance Harmon (developer unresolved),565000,0.05%,site_development,<100,OH,D,DEFIANCE HARMON,https://www.jobsohio.com,"JobsOhio's own site lists ""Harmon Business Park"" as an advanced-manufacturing success story in Defiance, and the Crescent-News/Toledo Blade covered a 2021 spec building there creating 135 jobs, but no source named the developer behind this Columbus-mailing-address LLC. Graded D and reclassified from ""business"" to site_development given the grant pattern (no metrics, two grant years, no jobs-retained figure).",
2: low-confidence $250k+,Fintech71,557500,0.05%,nonprofit,<100,OH,C,Fintech71,https://www.columbusceo.com,"Columbus CEO coverage of the ""Fintech71 Showcase"" confirms this is a Columbus fintech accelerator/collaborative event backed by regional economic-development partners, not an operating for-profit company, so it is reclassified from ""business"" to nonprofit. No filing gives a precise staff count for the program itself, so the bucket is a C-grade estimate for a small collaborative initiative.",
2: low-confidence $250k+,unresolved,550000,0.05%,site_development,<100,OH,D,5500 BUILDING LLC | MSW RE 1 INC | Scranton Development Company,No direct employee source found; bucket is a best guess given the 50-jobs scale reported for the matching Vandalia site project | No employee source found; bucket is a best guess for a project-specific development LLC | metrics_jobs_retained_max 35,"5500 Building LLC received a Revitalization Grant tied to a Cleveland healthcare-industry building project, but no news coverage naming the developer or eventual tenant turned up despite Google News searches for '5500 Building' Cleveland; graded D pending better identification. | Name pattern (""RE"" = real estate) and a matching Dayton Daily News headline about a Canadian manufacturer buying a Vandalia site for about 50 jobs suggest a site-acquisition vehicle, but the article's full text and the ",
2: low-confidence $250k+,"OMEC Smart Card, LLC",550000,0.05%,business,<100,OH,D,OMEC SMART CARD LLC,https://www.jobsohio.com,"No news coverage, EDGAR record, or Form 5500 filing was found for OMEC Smart Card LLC beyond JobsOhio's own project metrics, which list zero jobs retained on a new $550,000 Economic Development Grant project. Graded D from those signals alone; bucket picked for a new small technology project with no prior Ohio workforce.",
2: low-confidence $250k+,United Candle Company LLC,525000,0.04%,business,<100,OH,C,UNITED CANDLE COMPANY LLC,https://www.jobsohio.com,"The Zanesville Times Recorder covered United Candle Company opening a Norwich, OH factory as an independent operation, with no acquirer or outside parent found in any search. JobsOhio's own metrics list zero jobs retained on a modest $125,000 grant, consistent with a small new manufacturing plant.",
2: low-confidence $250k+,GetWorkerFit Partners,520000,0.04%,business,<100,OH,D,GETWORKERFIT PARTNERS,https://www.jobsohio.com/sitemap.xml,"No news coverage, company website, EDGAR record, or Form 5500 filing turned up for GetWorkerFit Partners in Newbury, OH, and JobsOhio's own metrics fields are blank for this recipient. Graded D from the recipient's evident small scale (a $520,000 grant with no reported jobs-retained figure) with no other signal to confirm size or ownership.",
2: low-confidence $250k+,NORTHWEST STATE COMMUNITY COLLEGE,513210,0.04%,university,unresolved,OH,B,NORTHWEST STATE COMMUNITY COLLEGE,,Rule R4: university by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Barry-Wehmiller Companies,510000,0.04%,business,5000+,MO,D,STOLLE MACHINERY COMPANY LLC,https://en.wikipedia.org/wiki/Barry-Wehmiller,"Stolle Machinery is widely reported as a Barry-Wehmiller Companies business (St. Louis MO, ~12,000 employees), but Stolle's own site and EDGAR full-text search did not confirm the link in this session, so the parent call is a best guess.",
2: low-confidence $250k+,"Recleim, LLC",510000,0.04%,business,100-499,GA,C,Recleim OH LLC,"https://news.google.com/rss/search?q=%22Recleim%22 (Inc.com profile; Waste360 ""Recleim Opens Appliance Recycling Plant in Lima, Ohio"")","Inc. magazine profiled Recleim, an Atlanta-based appliance-recycling company founded by Jerry Mackey, as roughly $35 million in revenue with plants in Lima OH and Graniteville SC; no evidence of a larger corporate parent was found.",
2: low-confidence $250k+,Matalco Realty Inc,500000,0.04%,site_development,unresolved,OH,B,Matalco Realty Inc,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,"Liberty Interactive Corporation (renamed Qurate Retail, Inc. in 2018)",500000,0.04%,business,5000+,CO,C,Zulily Inc,"https://news.google.com/rss/search?q=%22zulily%22%20QVC%20acquisition%202015 (GeekWire: ""Zulily sold to QVC for $2.4 billion"")","Liberty Interactive (QVC's parent, HQ Englewood CO) bought Zulily for $2.4B in 2015; Zulily's last standalone 10-K was filed Feb 2015 and it never filed again, confirming subsidiary status for the 2017 grant, under a parent with well over 5,000 employees. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"Drury Hotels Company, LLC",500000,0.04%,business,5000+,MO,C,Drury Southwest Inc,https://en.wikipedia.org/wiki/Drury_Hotels,"Drury Southwest Inc. is a development affiliate of Drury Hotels Company, the Drury family's hotel chain headquartered in St. Louis MO, which operates 150+ hotels and employs several thousand people. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,Taylor Corporation,500000,0.04%,business,5000+,MN,C,Taylor Communications of Minnesota (Taylor Communi,https://en.wikipedia.org/wiki/Taylor_Corporation,"Taylor Communications is a business unit of Taylor Corporation, a privately held print/communications company founded by Glen Taylor and headquartered in North Mankato MN, widely described as one of the largest private US companies with well over 5,000 employees.",
2: low-confidence $250k+,"unknown (possibly linked to PartsSource, unconfirmed)",500000,0.04%,site_development,100-499,OH,D,777 LENA LLC,https://news.google.com/rss/search?q=PartsSource%20Aurora%20Ohio%20headquarters,"777 Lena LLC's Aurora OH address is near press coverage of PartsSource, a medtech-parts marketplace based in Aurora at the time (Bain Capital bought it in 2021 for $1.25B), but no source directly ties the LLC or street address to PartsSource, so this is an unconfirmed guess.",
2: low-confidence $250k+,"Advics Co., Ltd.",500000,0.04%,business,5000+,Japan,C,ADVICS MANUFACTURING OHIO INC,https://en.wikipedia.org/wiki/Aisin,"Advics Manufacturing Ohio is a US plant of Advics Co., Ltd., a Japan-based brake-systems joint venture majority owned by Aisin (a Fortune Global 500, Toyota Group company) with Denso and Toyota Motor; jobs_retained of 714 at the Lebanon OH plant supports a large worldwide parent. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,Knorr-Bremse AG,500000,0.04%,business,5000+,Germany,C,BENDIX COMMERCIAL VEHICLE SYSTEMS LLC,https://en.wikipedia.org/wiki/Knorr-Bremse,"Bendix Commercial Vehicle Systems, based in Elyria OH, is the North American commercial-vehicle brake unit of Knorr-Bremse AG, a German manufacturer with tens of thousands of employees worldwide. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,EDU EVERYTHING INC,500000,0.04%,nonprofit,unresolved,OH,B,EDU EVERYTHING INC,,Rule R4: nonprofit by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Keller Logistics Group,500000,0.04%,business,500-4999,OH,C,HYDROFRESH LTD,https://kellerlogistics.com/about-keller/company-history/,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Keller Logistics Group; rule result replaced. An affiliate of family-owned Keller Logistics Group (Defiance, OH) from 2018 until its 2022 sale to Universal Pure; Keller's headcount of 500+ is estimated from its 200-truck fleet and warehouse network, not confirmed.",
2: low-confidence $250k+,McBee Supply Corporation,500000,0.04%,business,100-499,OH,D,MCBEE SUPPLY CORPORATION,"JobsOhio project metrics, jobs_retained_max=272","JobsOhio lists 272 jobs retained in Cleveland, a floor on size, but the company's website domain no longer resolves to the business and no SEC, news, or JobsOhio release could be found naming an owner or worldwide headcount; bucket is a best guess from the jobs-retained floor.",
2: low-confidence $250k+,ProVia,500000,0.04%,business,500-4999,OH,C,PROVIA HOLDINGS INC,"https://www.jobsohio.com/newsroom/news-press/provia-continues-to-grow-in-northeast-ohio (300 jobs committed at this project, existing base implied larger)","JobsOhio's release describes ProVia as a privately held Ohio manufacturer of entry doors, windows, siding and roofing, committing 300 new jobs at the Dalton project; no outside owner was found, so ProVia is treated as its own parent, and no exact worldwide headcount was sourced.",
2: low-confidence $250k+,CW PARTNERS LLC,500000,0.04%,site_development,unresolved,OH,B,CW PARTNERS LLC,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,K-NOVA LLC,500000,0.04%,site_development,<100,OH,D,K-NOVA LLC,none found; best guess based on OSIP spec-development program type,"K-NOVA LLC is an OSIP spec-development recipient in Akron with no jobs-retained figure; no JobsOhio release, news coverage, or SEC/EDGAR match was found for it or a named developer, so it is graded D from the program type alone.",
2: low-confidence $250k+,The Tomko Company,500000,0.04%,business,<100,OH,C,THE TOMKO COMPANY LLC,JobsOhio jobs_retained_max=12; Columbus Business First profile of owner Michael Tomko's small redevelopment firm,"Business press profiles owner Michael Tomko's small, owner-operated Columbus historic-building redevelopment company; JobsOhio lists only 12 jobs retained, consistent with a small firm, and no outside parent was found.",
2: low-confidence $250k+,APackaging Group,500000,0.04%,business,100-499,CA,D,APACKAGING GROUP LLC,"https://www.jobsohio.com/newsroom/news-press/apackaging-group-builds-new-injection-molding-manufacturing-plant-in-ohio (company profile: factories in Asia, contract facilities in U.S., no headcount given)","JobsOhio's company profile describes APackaging Group as a privately held cosmetic/beauty packaging manufacturer founded by an industry veteran, with factories in Asia and U.S. contract facilities; no employee count or ownership beyond the founder was found, so size is a best guess.",
2: low-confidence $250k+,FORT WINCHESTER INVESTMENT PARTNERS LLC,500000,0.04%,site_development,unresolved,OH,B,FORT WINCHESTER INVESTMENT PARTNERS LLC,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,MB Sheth Ohio LLC,500000,0.04%,business,<100,NJ,D,MB SHETH OHIO LLC,none found,"No JobsOhio release, news coverage, company website, or SEC/EDGAR match was found for MB Sheth Ohio LLC or a named parent; graded D from the recipient address alone, with no metrics data available in the input either.",
2: low-confidence $250k+,700 Liverpool Drive Ohio LLC,500000,0.04%,site_development,<100,OH,D,700 LIVERPOOL DRIVE OHIO LLC,none found; best guess based on OSIP spec-development program type,"This is an OSIP spec-development project LLC named for its address; no JobsOhio release, news coverage, or SEC/EDGAR match names a developer, so it is graded D from the program type alone.",
2: low-confidence $250k+,REYNOLDS INVESTMENT PROPERTIES LLC,480000,0.04%,site_development,unresolved,OH,B,REYNOLDS INVESTMENT PROPERTIES LLC,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,"BWX Technologies, Inc.",475000,0.04%,business,5000+,VA,C,BWXT GOVERNMENT GROUP INC,Wikipedia description of BWX Technologies as a large international nuclear-components supplier (NYSE: BWXT),"BWXT Government Group Inc. in Barberton is a subsidiary of BWX Technologies, Inc. (NYSE: BWXT), a large public nuclear-components and fuel supplier headquartered in Lynchburg, Virginia; no exact worldwide headcount for 2020 was sourced, but the company's public scale supports 5000+. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,CITY OF CLEVELAND,473908,0.04%,government,unresolved,OH,B,CITY OF CLEVELAND,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Massillon Energy & Technology Park LLC,465500,0.04%,site_development,<100,OH,D,Massillon Energy & Technology Park LLC,none found for the 2015 grant; only 2023-2025 news about an unrelated later Babcock & Wilcox hydrogen project at the same park was found,"Massillon Energy & Technology Park LLC received this 2015 grant with no metrics data in JobsOhio's system; only recent (2023-2025) news about a separate Babcock & Wilcox hydrogen project locating at the park was found, not the 2015 recipient's own developer, so this is graded D.",
2: low-confidence $250k+,"EVE Energy Co., Ltd.",460124,0.04%,business,5000+,China,C,EVE ENERGY NORTH AMERICA CORPORATION,Wikipedia description of EVE Energy as the world's third-largest energy-storage battery cell maker and a top-10 global EV battery maker,"Eve Energy North America Corporation is the U.S. R&D subsidiary of EVE Energy Co., Ltd., a publicly listed Chinese battery maker headquartered in Huizhou, Guangdong; its global market position supports a 5000+ worldwide bucket, though no exact FY2024 headcount was found. The Ohio entity itself has only 8 employees per Form 5500.",
2: low-confidence $250k+,CEMLEB PROPERTIES,457564,0.04%,site_development,unresolved,OH,B,CEMLEB PROPERTIES,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Alpont LLC,450000,0.04%,business,<100,OH,D,ALPONT LLC,none found; best guess based on jobs_retained_max=0 and JobsOhio Energy & Chemicals industry tag,"JobsOhio profiles Alpont as an Energy & Chemicals success story in Oregon, Ohio, and the Toledo Blade covered a new Alpont plant for local product distribution, but both pages are JavaScript-rendered and their full text could not be fetched; no parent company, outside headquarters, or employee count could be confirmed.",
2: low-confidence $250k+,Unknown (unidentified spec-building developer),450000,0.04%,site_development,<100,OH,D,KARSS GROUP LLC,https://www.jobsohio.com/news?search=KARSS,"No JobsOhio release, news story, or EDGAR record found for KARSS Group LLC, a Spec Development (OSIP) grant with no jobs-retained figure. Graded from the recipient's own Fort Loramie, OH address; likely a small local project LLC.",
2: low-confidence $250k+,PIKE REALTY LLC,437600,0.04%,site_development,unresolved,OH,B,PIKE REALTY LLC,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Dale Martin (developer),415200,0.04%,site_development,<100,OH,D,HILLSBORO BUSINESS COMPLEX LLC,https://www.jobsohio.com/newsroom/news-press/community-of-hillsboro-celebrates-opening-of-the-hillsboro-business-complex,"JobsOhio's opening story names Dale Martin as owner/developer of the Hillsboro Business Complex (Hillsboro, OH; tenants include the county chamber of commerce and small local businesses), a Vibrant Community-type spec project. The recipient's own IRS address lists Hillsboro, OR, which could not be reconciled with this OH project inside the search budget.",
2: low-confidence $250k+,Local ownership group (incl. Brian Diamond),404312,0.03%,site_development,<100,OH,C,THE DOWNTOWN EXCHANGE LLC,https://www.jobsohio.com/newsroom/news-press/zanesville-community-celebrates-opening-of-the-downtown-exchange,"JobsOhio's release describes The Downtown Exchange as a redeveloped historic building (former Black-Elliot Block) in downtown Zanesville with four local owners, including Brian Diamond; a $400,000+ Vibrant Community-type grant funded the food-hall/co-working conversion, not an operating business.",
2: low-confidence $250k+,OWENS STATE COMMUNITY COLLEGE,402116,0.03%,university,unresolved,OH,B,OWENS STATE COMMUNITY COLLEGE,,Rule R4: university by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Amcor plc (Amcor Limited at time of grant),400000,0.03%,business,5000+,Switzerland,C,Amcor Rigid Plastics USA LLC,https://en.wikipedia.org/wiki/Amcor,"Amcor Rigid Plastics USA, LLC is a US operating unit of Amcor, a multinational packaging company; at the 2017 grant year (pre-Bemis merger and pre-Jersey redomicile), Amcor Limited was dual-headquartered with its global office in Zurich, Switzerland, and roughly 33,000-35,000 employees worldwide. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,Unknown (unidentified logistics/warehouse developer),400000,0.03%,site_development,<100,OH,D,Waverly 3PL LLC,https://www.jobsohio.com/news?search=Waverly,"No JobsOhio release, news coverage, or EDGAR record found for Waverly 3PL LLC; no metrics fields populated in the source data. Graded from the recipient's own Waverly, OH (Pike County) address as a likely small third-party-logistics site project.",
2: low-confidence $250k+,Hikma Pharmaceuticals plc,400000,0.03%,business,5000+,United Kingdom,C,West-Ward Pharmaceuticals Corp,https://news.google.com/rss/search?q=Hikma+Roxane+Ohio,"Hikma acquired Roxane Laboratories (renamed West-Ward Pharmaceuticals' Columbus operations) for $2.1B in 2016; Form 5500 sponsor is Hikma Pharmaceuticals USA Inc. (NJ), with participants growing from 1,075 (2015) to 2,274 (2019). Hikma plc, London-listed (FTSE 250), had roughly 8,000-9,000 employees worldwide around 2018. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"Unknown (RealPath Group LLC, unresolved)",400000,0.03%,business,<100,OH,D,REALPATH GROUP LLC,https://www.jobsohio.com/news?search=RealPath,"No JobsOhio release, news story, or EDGAR record found for RealPath Group LLC; no metrics fields populated in the source data. Graded from the recipient's own West Chester, OH address as a likely small independent company.",
2: low-confidence $250k+,GG Brands Company LLC (The Gorilla Glue Company),400000,0.03%,business,500-4999,OH,C,THE GORILLA GLUE COMPANY LLC,https://www.jobsohio.com/news?search=Gorilla+Glue,"Form 5500 sponsor is GG Brands Company LLC (OH), the Cincinnati-based holding entity for The Gorilla Glue Company's retirement plan; participants rose from 208 (2015) to 521 (2019), and JobsOhio lists 529 jobs retained in 2022. Could not confirm within the search budget whether outside investors hold a stake alongside the founding family.",
2: low-confidence $250k+,Nautic Partners (private equity),400000,0.03%,business,500-4999,RI,C,AURORA PLASTICS LLC,https://www.auroraplastics.com/about-us/,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Nautic Partners (private equity); rule result replaced. PE-owned since 2016 (Wind Point, then Nautic Partners from August 2021) and built into a six-plant platform through acquisitions; the 500+ platform headcount is estimated, not confirmed.",
2: low-confidence $250k+,Ronfeldt Manufacturing LLC,400000,0.03%,business,<100,OH,D,RONFELDT MANUFACTURING LLC,https://www.jobsohio.com/sitemap.xml,"No SEC filing, Form 5500, JobsOhio press release, or news coverage found for this Toledo company after EDGAR, JobsOhio sitemap, and Google News searches; treated as a small independent manufacturer on a best guess.",
2: low-confidence $250k+,MJM Logistics LLC,400000,0.03%,business,<100,OH,C,MJM LOGISTICS LLC,https://www.linkedin.com/company/mjm-logistics-llc,"LinkedIn lists MJM Logistics as a 2-10 employee trucking/logistics firm in Chillicothe; JobsOhio's 20 jobs-retained figure is a floor, but both signals stay well under 100.",
2: low-confidence $250k+,Nuproduce Solutions LLC,400000,0.03%,business,<100,MI,D,NUPRODUCE SOLUTIONS,input signals (metrics_jobs_retained_max: 0),"No EDGAR, Form 5500, JobsOhio release, or news record located for this Grand Rapids MI food/agribusiness company; zero jobs retained signals a new, small operation, graded on a best guess.",
2: low-confidence $250k+,Steelite International Ltd,400000,0.03%,business,500-4999,United Kingdom,C,STEELITE INTERNATIONAL USA INC,https://www.linkedin.com/company/steelite-international,"Steelite International is a UK tableware maker (Stoke-on-Trent) that describes New Castle, PA as a co-headquarters for its Americas arm; LinkedIn lists company-wide size as 501-1,000, and Form 5500 participants at the US entity grew 89 to 237.",
2: low-confidence $250k+,Waltco Lift Corp,398543,0.03%,business,100-499,OH,C,WALTCO LIFT CORP,https://www.linkedin.com/company/waltco,"LinkedIn shows Waltco as an independent liftgate maker (no parent listed), now headquartered in Streetsboro OH after leaving Tallmadge in 2020, with a self-reported 201-500 employees; 185 jobs retained per JobsOhio supports the lower part of that range.",
2: low-confidence $250k+,Chestnut Commerce Center LLC,383673,0.03%,site_development,<100,OH,D,Chestnut Commerce Center LLC,input signals (metrics_jobs_retained_max: 6),"This is a single-project real estate LLC for a Mantua/Ravenna OH commerce park (Revitalization Grant, 6 jobs retained); no developer name behind the LLC could be found via JobsOhio's sitemap or news search.",
2: low-confidence $250k+,"Roper Technologies, Inc.",375000,0.03%,business,5000+,FL,C,CONSTRUCTCONNECT INC,https://en.wikipedia.org/wiki/Roper_Technologies,"The recipient's EDGAR name, Construction Software Technologies, Inc. (DE inc., OH HQ), is ConstructConnect's legal entity; Roper acquired ConstructConnect in October 2016 for $632 million and reports about 19,400 employees group-wide, so the 2022 grant year is clearly under Roper, while the 2016 grant may predate the October close. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,Youngstown Business Incubator,370000,0.03%,nonprofit,<100,OH,C,YOUNGSTOWN BUSINESS INCUBATOR,https://www.jobsohio.com/newsroom/news-press/jobsohio-vibrant-community-grant-assists-youngstown-business-incubator,"YBI is a Youngstown-based nonprofit tech and advanced-manufacturing incubator (65,000 sq ft facility housing tenants like JuggerBot 3D); no direct staff count was found, but nonprofit incubators of this type are typically under 100 employees.",
2: low-confidence $250k+,Logoplaste,365000,0.03%,business,500-4999,Portugal,C,LOGOPLASTE LIMA LLC,https://www.linkedin.com/company/logoplaste,"Logoplaste is a Portuguese rigid-plastic-packaging maker headquartered in Cascais, Portugal, with a LinkedIn-reported 1,001-5,000 employees; local Lima, Ohio news (LimaOhio.com, March 2023) confirms the plant began production and expanded, with 0 jobs retained reflecting a brand-new facility.",
2: low-confidence $250k+,V Wert 2 LLC,360000,0.03%,site_development,<100,OH,D,V WERT 2 LLC,input signals (no metrics data available),"No JobsOhio release, news coverage, or SEC/Form 5500 record could be found for this Bellefontaine OH entity; the LLC-style name and lack of operating signals suggest a single-project site vehicle, but the developer could not be identified.",
2: low-confidence $250k+,Borgers Group (Borgers SE & Co. KGaA),350000,0.03%,business,500-4999,Germany,C,BORGERS OHIO INC,form5500 (input signal: 189-323 participants 2019-2023),"Borgers Ohio (Norwalk, auto interior wheel-arch parts) was part of the German Borgers Group during the 2016-2020 grant years; Switzerland's Autoneum agreed to acquire Borgers' automotive business in January 2023, after the grant years, so the 2016-2020 parent remains Borgers Group.",
2: low-confidence $250k+,4440 CREEK ROAD PROPERTIES LLC,350000,0.03%,site_development,unresolved,OH,B,4440 CREEK ROAD PROPERTIES LLC,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Saint-Gobain SA,350000,0.03%,business,5000+,France,C,CERTAINTEED CORPORATION,https://en.wikipedia.org/api/rest_v1/page/summary/Saint-Gobain,"CertainTeed is a wholly owned subsidiary of Saint-Gobain SA, headquartered near Paris, France, a company with over 170,000 employees worldwide; the Milan, OH plant received an Economic Development Grant tied to 196 jobs retained. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,Symba & Snap Gourmet Foods (self),350000,0.03%,business,<100,OH,D,SYMBA & SNAP LLC,"Same directory listings; no JobsOhio release, 10-K, or F5500 record found for this EIN","No 10-K, F5500, or JobsOhio press release turned up; only generic business-directory profiles for a small Cleveland food company. Bucket is a best guess from company size implied by those listings.",
2: low-confidence $250k+,Beontag,350000,0.03%,business,500-4999,Brazil,C,TECHNICOTE INC,https://www.beontag.com/press-releases/beontag-acquires-technicote-and-marks-its-entry-to-the-north-american-self-adhesive-market/,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Beontag; rule result replaced. Acquired by Brazilian label-materials group Beontag on September 1, 2022, before its 2024 grant; Beontag's headcount bucket is estimated from its 12-plus facilities.",
2: low-confidence $250k+,The Hilsinger Company (Hilco Vision),350000,0.03%,business,500-4999,MA,C,THE HILSINGER COMPANY PARENT LLC,https://www.jobsohio.com/newsroom/news-press/hilco-vision-plans-new-manufacturing-facility-in-ohio,"The Hilsinger Company does business as Hilco Vision, based in Plainville, MA; JobsOhio's 2021 release covers its 200-job Fairfield plant. Its U.S. Form 5500 shows 482 participants in 2023, and with the Ohio plant and overseas units (news reports of German and other acquisitions), worldwide staff is likely over 500. No exact figure found; the 'Parent LLC' name points to a holding or investor structure (Houlihan Lokey advised on a 2023 deal) that was not confirmed. Adjudicated Sept 19, 2026: re-ch",
2: low-confidence $250k+,City of Toronto,338827,0.03%,government,unresolved,OH,B,City of Toronto,,Rule R4: government by name and IRC section; not in the business headline.,
